timestamp,open,high,low,close,volume,position,asset_return,realized_vol_24,position_lag,turnover
2025-10-27 00:00:00+00:00,114686.07,115083.66,114686.07,114972.34,0.19896,0.0,0.00248632824642403,0.01746577862185848,0.0,0.0
2025-10-27 01:00:00+00:00,114687.48,115293.18,114687.48,115293.18,0.25932,0.0,0.002790584239652727,0.017428549549343097,0.0,0.0
2025-10-27 02:00:00+00:00,115229.12,115447.51,114828.99,114911.57,0.3965,0.0,-0.0033099095714073097,0.017656683164101707,0.0,0.0
2025-10-27 03:00:00+00:00,114829.26,115129.28,114829.26,115122.6,0.04977,0.0,0.001836455632796552,0.017100571868416924,0.0,0.0
2025-10-27 04:00:00+00:00,115116.78,115193.88,114839.76,115193.88,0.0162,0.0,0.0006191660021577228,0.017072967680508092,0.0,0.0
2025-10-27 05:00:00+00:00,115193.88,115555.0,115068.43,115446.0,0.2262,0.0,0.002188657939119709,0.016869333804273384,0.0,0.0
2025-10-27 06:00:00+00:00,115274.35,116000.0,115274.35,115999.99,1.03896,0.0,0.004798693761585593,0.01715578371165962,0.0,0.0
2025-10-27 07:00:00+00:00,115999.99,116266.27,115489.96,115609.59,0.32152,0.0,-0.0033655175315101538,0.01769233315889296,0.0,0.0
2025-10-27 08:00:00+00:00,115664.55,115664.55,114970.07,115096.73,0.28553,0.0,-0.004436137175125365,0.018626225557357427,0.0,0.0
2025-10-27 09:00:00+00:00,115231.09,115389.51,114797.48,115388.64,0.09258,0.0,0.002536214538849224,0.017694960110555404,0.0,0.0
2025-10-27 10:00:00+00:00,115388.44,115489.79,115024.56,115489.79,0.04645,0.0,0.000876602757429179,0.017622585430176484,0.0,0.0
2025-10-27 11:00:00+00:00,115489.68,115543.85,115117.08,115529.65,0.07851,0.0,0.00034513873477481916,0.017235326336479055,0.0,0.0
2025-10-27 12:00:00+00:00,115412.6,115527.15,114928.5,115000.0,0.03229,0.0,-0.004584537389319521,0.017923458280094718,0.0,0.0
2025-10-27 13:00:00+00:00,115000.0,115396.52,114547.19,115293.11,0.53279,0.0,0.002548782608695621,0.017988806608479804,0.0,0.0
2025-10-27 14:00:00+00:00,115293.14,115293.14,114552.83,115004.04,0.08336,0.0,-0.0025072617088740534,0.018135458990114445,0.0,0.0
2025-10-27 15:00:00+00:00,114658.69,115112.9,114658.69,115023.55,0.41941,0.0,0.0001696462141678179,0.018039711285981426,0.0,0.0
2025-10-27 16:00:00+00:00,114813.61,115584.1,114810.22,115583.85,0.14992,0.0,0.004871176380836895,0.01856058305115789,0.0,0.0
2025-10-27 17:00:00+00:00,115249.04,115709.48,115200.67,115424.59,0.43024,0.0,-0.0013778741580247056,0.018653098811831782,0.0,0.0
2025-10-27 18:00:00+00:00,115709.37,115784.49,115296.47,115635.62,0.11196,0.0,0.001828293260560887,0.018660684464350537,0.0,0.0
2025-10-27 19:00:00+00:00,115565.31,115565.31,114810.19,115075.47,0.05655,0.0,-0.004844095616904132,0.01932649750484281,0.0,0.0
2025-10-27 20:00:00+00:00,114810.25,115071.37,114398.53,114752.14,0.10405,0.0,-0.002809721307242996,0.019492150559719843,0.0,0.0
2025-10-27 21:00:00+00:00,114724.26,114724.26,114185.31,114401.14,0.27688,0.0,-0.003058766485749209,0.019817955450145155,0.0,0.0
2025-10-27 22:00:00+00:00,114508.67,114544.99,114112.83,114466.42,0.09148,0.0,0.0005706236843443513,0.014420479680543594,0.0,0.0
2025-10-27 23:00:00+00:00,114455.78,114455.78,113876.19,114210.0,0.26574,0.0,-0.00224013295777048,0.014557600621378779,0.0,0.0
2025-10-28 00:00:00+00:00,113923.68,114306.12,113822.15,114180.58,0.5396,-1.0,-0.00025759565712279997,0.014291187104697742,0.0,1.0
2025-10-28 01:00:00+00:00,114180.26,114544.99,114001.32,114190.55,0.248,-1.0,8.731782585091885e-05,0.013935701994095447,-1.0,0.0
2025-10-28 02:00:00+00:00,114195.87,114539.19,113642.05,113967.55,0.20757,-1.0,-0.0019528761355470659,0.013703204446626545,-1.0,0.0
2025-10-28 03:00:00+00:00,113967.34,114140.34,113725.74,114055.11,0.06372,-1.0,0.0007682888681910249,0.013567086134025004,-1.0,0.0
2025-10-28 04:00:00+00:00,114054.07,114162.41,113782.26,114162.41,0.12694,-1.0,0.0009407732805659652,0.013595754478586903,-1.0,0.0
2025-10-28 05:00:00+00:00,114158.19,114158.19,113544.46,113544.48,0.03508,-1.0,-0.005412727359207059,0.01421687021804038,-1.0,0.0
2025-10-28 06:00:00+00:00,113908.11,114164.42,113621.07,114164.42,0.01058,-1.0,0.005459886733375274,0.014493937425959474,-1.0,0.0
2025-10-28 07:00:00+00:00,114173.75,114260.86,113886.04,114075.7,0.03596,-1.0,-0.0007771247819592375,0.014217976222044243,-1.0,0.0
2025-10-28 08:00:00+00:00,114260.95,114473.8,114075.47,114389.36,0.01249,-1.0,0.002749577692707561,0.013981981691146977,-1.0,0.0
2025-10-28 09:00:00+00:00,114402.9,114547.37,114010.75,114547.02,0.08736,-1.0,0.0013782750423640966,0.013787771853873186,-1.0,0.0
2025-10-28 10:00:00+00:00,114567.74,114585.0,114302.72,114585.0,0.00298,-1.0,0.0003315668971570762,0.013749783583061429,-1.0,0.0
2025-10-28 11:00:00+00:00,114411.4,114585.0,114261.99,114568.32,0.08126,-1.0,-0.000145568791726558,0.013733475957675361,-1.0,0.0
2025-10-28 12:00:00+00:00,114559.98,114559.98,114090.58,114542.65,0.02469,-1.0,-0.0002240584482692265,0.01299897142400877,-1.0,0.0
2025-10-28 13:00:00+00:00,114542.38,115496.69,114500.02,115496.69,0.30591,-1.0,0.008329124566264223,0.015315320663767812,-1.0,0.0
2025-10-28 14:00:00+00:00,115496.68,116000.0,114235.82,115184.1,2.2885,-1.0,-0.0027064844888627926,0.015351744734799019,-1.0,0.0
2025-10-28 15:00:00+00:00,114932.35,115377.88,114373.0,114822.9,1.06485,-1.0,-0.0031358494792250724,0.01568162256346762,-1.0,0.0
2025-10-28 16:00:00+00:00,114810.64,115453.98,114495.32,115122.43,0.27456,-1.0,0.002608625979660939,0.015092796631420461,-1.0,0.0
2025-10-28 17:00:00+00:00,115123.55,115584.12,115123.55,115344.37,0.02058,-1.0,0.0019278606262915776,0.015177421782344812,-1.0,0.0
2025-10-28 18:00:00+00:00,115548.29,115548.29,114689.82,114996.04,0.083,-1.0,-0.003019913325635226,0.015333012075928562,-1.0,0.0
2025-10-28 19:00:00+00:00,114995.16,115111.1,113588.32,113588.34,0.388,-1.0,-0.012241291091414919,0.019046737845086793,-1.0,0.0
2025-10-28 20:00:00+00:00,113722.87,113722.87,112350.9,112859.56,1.1655,-1.0,-0.006415975442549793,0.01982625664359093,-1.0,0.0
2025-10-28 21:00:00+00:00,112858.47,113122.44,112251.72,113039.4,0.67156,-1.0,0.001593484858526839,0.019791999985850087,-1.0,0.0
2025-10-28 22:00:00+00:00,113122.14,113316.1,112915.25,113305.92,0.21821,-1.0,0.0023577619838746067,0.019972243169275147,-1.0,0.0
2025-10-28 23:00:00+00:00,113304.94,113304.94,112841.12,112858.98,0.03136,-1.0,-0.003944542350479141,0.020206447197809473,-1.0,0.0
2025-10-29 00:00:00+00:00,112858.99,113090.77,112530.61,112774.72,0.22044,1.0,-0.0007465954414969111,0.02020635206460292,-1.0,2.0
2025-10-29 01:00:00+00:00,112771.38,112851.1,112018.1,112316.7,0.94485,1.0,-0.0040613712009216485,0.020502222792211353,1.0,0.0
2025-10-29 02:00:00+00:00,112636.18,112718.93,112333.06,112607.67,0.0313,1.0,0.0025906209851251916,0.020711757193519493,1.0,0.0
2025-10-29 03:00:00+00:00,112607.17,112607.17,112376.14,112606.76,0.01172,1.0,-8.081154685091185e-06,0.020676683154679673,1.0,0.0
2025-10-29 04:00:00+00:00,112607.69,112826.53,112524.47,112645.31,0.0106,1.0,0.00034234179191372505,0.020640848993840655,1.0,0.0
2025-10-29 05:00:00+00:00,112826.44,113317.2,112704.94,113108.25,0.19643,1.0,0.004109713933052372,0.020493804376087738,1.0,0.0
2025-10-29 06:00:00+00:00,112855.98,113273.22,112855.98,113234.19,0.01681,1.0,0.0011134466318769576,0.01969986482951475,1.0,0.0
2025-10-29 07:00:00+00:00,113317.13,113447.07,113316.59,113447.07,0.23391,1.0,0.001879997551976098,0.0198171099761309,1.0,0.0
2025-10-29 08:00:00+00:00,113447.07,113539.57,113055.15,113188.0,0.01929,1.0,-0.00228362001768756,0.01966687145758448,1.0,0.0
2025-10-29 09:00:00+00:00,113317.48,113317.48,112841.12,113020.62,0.02453,1.0,-0.0014787786691169424,0.019598813601560974,1.0,0.0
2025-10-29 10:00:00+00:00,113076.63,113125.1,112826.53,112991.36,0.0283,1.0,-0.0002588908112519661,0.01957970513218042,1.0,0.0
2025-10-29 11:00:00+00:00,112986.6,113264.62,112841.77,112899.7,0.05052,1.0,-0.000811212467926814,0.019575485484795076,1.0,0.0
2025-10-29 12:00:00+00:00,113241.67,113348.13,112842.0,113289.64,0.03155,1.0,0.003453862144894959,0.019991263864640903,1.0,0.0
2025-10-29 13:00:00+00:00,113289.36,113616.07,112756.19,113104.89,0.08817,1.0,-0.001630775770847137,0.017800531938947428,1.0,0.0
2025-10-29 14:00:00+00:00,113100.68,113100.68,112309.14,112579.97,0.69768,1.0,-0.004641001816986012,0.018112915266340106,1.0,0.0
2025-10-29 15:00:00+00:00,112572.81,112577.47,111400.0,111599.45,1.37165,1.0,-0.008709542203644283,0.01962440368839912,1.0,0.0
2025-10-29 16:00:00+00:00,111400.23,111694.81,111025.72,111276.84,1.88735,1.0,-0.002890784856018569,0.019283307409461402,1.0,0.0
2025-10-29 17:00:00+00:00,111064.77,111892.87,111052.19,111837.05,0.17675,1.0,0.00503438091879671,0.02007532862365803,1.0,0.0
2025-10-29 18:00:00+00:00,111837.24,111837.24,109357.82,110755.1,5.45433,1.0,-0.009674343162663912,0.02172916722430184,1.0,0.0
2025-10-29 19:00:00+00:00,111087.97,111293.25,110255.22,110813.98,0.54486,1.0,0.0005316233744538934,0.01868035723951014,1.0,0.0
2025-10-29 20:00:00+00:00,110813.85,111551.84,110446.16,111551.84,0.34403,1.0,0.006658546150945854,0.019296671764870016,1.0,0.0
2025-10-29 21:00:00+00:00,111428.98,111783.94,111266.71,111501.99,0.02325,1.0,-0.00044687743384597134,0.01917491067693997,1.0,0.0
2025-10-29 22:00:00+00:00,111761.61,111761.61,111036.2,111036.2,0.09819,1.0,-0.004177414232696686,0.019249067897605346,1.0,0.0
2025-10-29 23:00:00+00:00,110953.07,111312.26,109756.55,110145.05,0.15337,1.0,-0.008025760968044637,0.02034762525476704,1.0,0.0
2025-10-30 00:00:00+00:00,110143.82,110569.25,109751.92,110567.99,0.10286,-1.0,0.003839845730697844,0.020917727505819095,1.0,2.0
2025-10-30 01:00:00+00:00,110499.0,110746.28,110256.26,110746.28,0.28684,-1.0,0.0016124920060498482,0.020768651364415733,-1.0,0.0
2025-10-30 02:00:00+00:00,110742.58,110999.99,110285.95,110858.74,0.0372,-1.0,0.0010154742895203128,0.020576543746681712,-1.0,0.0
2025-10-30 03:00:00+00:00,110879.43,111000.0,110575.76,110575.97,0.0812,-1.0,-0.0025507235604518286,0.02065074784149025,-1.0,0.0
2025-10-30 04:00:00+00:00,110937.01,110937.01,108030.97,108977.02,1.45686,-1.0,-0.014460194199517273,0.024788337563180066,-1.0,0.0
2025-10-30 05:00:00+00:00,108975.33,110352.15,108429.82,110352.15,0.16813,-1.0,0.012618531870296934,0.027967558093964135,-1.0,0.0
2025-10-30 06:00:00+00:00,110098.79,110916.15,110001.86,110602.86,0.06072,-1.0,0.0022719086125644328,0.028083598838985254,-1.0,0.0
2025-10-30 07:00:00+00:00,110913.38,111544.84,110803.09,111321.41,0.10833,-1.0,0.006496667446031612,0.028935192388658153,-1.0,0.0
2025-10-30 08:00:00+00:00,111358.5,111358.53,110727.62,111000.45,0.0885,-1.0,-0.0028831830283142512,0.028973886332209986,-1.0,0.0
2025-10-30 09:00:00+00:00,110986.69,110986.69,110166.71,110365.31,0.09994,-1.0,-0.005721958784851822,0.029386159303456342,-1.0,0.0
2025-10-30 10:00:00+00:00,110163.27,110277.74,109867.36,110187.22,0.01839,-1.0,-0.0016136410979138427,0.02938221465353828,-1.0,0.0
2025-10-30 11:00:00+00:00,110208.66,110208.66,109867.35,109983.76,0.01417,-1.0,-0.0018464936314755986,0.029391828366300752,-1.0,0.0
2025-10-30 12:00:00+00:00,110090.6,110090.6,108341.84,108341.84,0.46577,-1.0,-0.014928749480832448,0.03210324864077359,-1.0,0.0
2025-10-30 13:00:00+00:00,108341.43,108683.66,107500.0,107667.29,1.5731,-1.0,-0.00622612649000609,0.03239910595092691,-1.0,0.0
2025-10-30 14:00:00+00:00,107500.55,108318.04,107500.55,108139.25,0.35477,-1.0,0.004383504033583563,0.03289699448151802,-1.0,0.0
2025-10-30 15:00:00+00:00,108317.81,108317.81,107400.85,107749.59,0.59518,-1.0,-0.0036033170194911257,0.032137091245779244,-1.0,0.0
2025-10-30 16:00:00+00:00,107503.16,108223.41,107503.15,108201.73,0.34931,-1.0,0.004196210862612126,0.03258502719746769,-1.0,0.0
2025-10-30 17:00:00+00:00,107932.95,108197.07,106880.01,107501.96,2.27921,-1.0,-0.006467271826430032,0.03233557446365919,-1.0,0.0
2025-10-30 18:00:00+00:00,107671.79,107671.79,106880.0,106880.0,0.26108,-1.0,-0.005785568932882734,0.03154219617023871,-1.0,0.0
2025-10-30 19:00:00+00:00,107218.51,107218.51,106451.01,106737.91,0.73736,-1.0,-0.0013294348802395106,0.03147293271239955,-1.0,0.0
