date,window_idx,decision_raw,position,latency_s,attempts,error
2025-02-24,0,HOLD,0.0,804.55,1,
2025-02-25,0,SELL,-1.0,853.44,1,
2025-02-26,0,SELL,-1.0,640.84,1,
2025-02-27,0,HOLD,0.0,768.35,1,
2025-02-28,0,SELL,-1.0,755.51,1,
2025-03-01,0,SELL,-1.0,579.24,1,
2025-03-02,0,HOLD,0.0,675.12,1,
2025-03-03,0,HOLD,0.0,611.89,1,
2025-03-04,0,HOLD,0.0,647.8,1,
2025-03-05,0,HOLD,0.0,595.44,1,
2025-03-06,0,HOLD,0.0,806.01,1,
2025-03-07,0,BUY,1.0,634.26,1,
2025-03-08,0,SELL,-1.0,665.12,1,
2025-03-09,0,HOLD,0.0,869.69,1,
2025-03-10,0,HOLD,0.0,764.07,2,
2025-03-11,0,HOLD,0.0,928.68,1,
2025-03-12,0,HOLD,0.0,654.66,1,
2025-03-13,0,HOLD,0.0,596.84,1,
2025-03-14,0,SELL,-1.0,648.57,1,
2025-03-15,0,HOLD,0.0,862.31,1,
2025-03-16,0,HOLD,0.0,853.44,1,
2025-03-17,0,HOLD,0.0,641.75,1,
2025-03-18,0,HOLD,0.0,841.71,1,
2025-03-19,0,SELL,-1.0,843.9,1,
2025-03-20,0,HOLD,0.0,733.71,1,
2025-03-21,0,SELL,-1.0,589.14,1,
2025-03-22,0,SELL,-1.0,620.97,1,
2025-03-23,0,HOLD,0.0,701.77,1,
2025-03-24,0,HOLD,0.0,621.71,1,
2025-03-25,0,HOLD,0.0,374.84,1,
