timestamp,new_position,prev_position,turnover,cost
2025-01-01 00:00:00+00:00,-1.0,-1.0,0.0,0.0
2025-01-02 10:00:00+00:00,1.0,-1.0,2.0,0.0
2025-01-08 11:00:00+00:00,-1.0,1.0,2.0,0.0
2025-01-14 17:00:00+00:00,1.0,-1.0,2.0,0.0
2025-01-23 11:00:00+00:00,-1.0,1.0,2.0,0.0
2025-01-24 13:00:00+00:00,1.0,-1.0,2.0,0.0
2025-01-27 04:00:00+00:00,-1.0,1.0,2.0,0.0
2025-01-30 09:00:00+00:00,1.0,-1.0,2.0,0.0
2025-02-01 10:00:00+00:00,-1.0,1.0,2.0,0.0
2025-02-11 04:00:00+00:00,1.0,-1.0,2.0,0.0
2025-02-12 02:00:00+00:00,-1.0,1.0,2.0,0.0
2025-02-14 19:00:00+00:00,1.0,-1.0,2.0,0.0
2025-02-17 05:00:00+00:00,-1.0,1.0,2.0,0.0
2025-02-20 11:00:00+00:00,1.0,-1.0,2.0,0.0
2025-02-22 15:00:00+00:00,-1.0,1.0,2.0,0.0
2025-03-02 23:00:00+00:00,1.0,-1.0,2.0,0.0
2025-03-04 14:00:00+00:00,-1.0,1.0,2.0,0.0
2025-03-05 12:00:00+00:00,1.0,-1.0,2.0,0.0
2025-03-08 02:00:00+00:00,-1.0,1.0,2.0,0.0
2025-03-15 00:00:00+00:00,1.0,-1.0,2.0,0.0
2025-03-18 18:00:00+00:00,-1.0,1.0,2.0,0.0
2025-03-19 20:00:00+00:00,1.0,-1.0,2.0,0.0
2025-03-28 18:00:00+00:00,-1.0,1.0,2.0,0.0
2025-04-02 07:00:00+00:00,1.0,-1.0,2.0,0.0
2025-04-03 17:00:00+00:00,-1.0,1.0,2.0,0.0
2025-04-05 01:00:00+00:00,1.0,-1.0,2.0,0.0
2025-04-06 00:00:00+00:00,-1.0,1.0,2.0,0.0
2025-04-10 12:00:00+00:00,1.0,-1.0,2.0,0.0
2025-05-05 03:00:00+00:00,-1.0,1.0,2.0,0.0
2025-05-07 12:00:00+00:00,1.0,-1.0,2.0,0.0
2025-05-15 11:00:00+00:00,-1.0,1.0,2.0,0.0
2025-05-16 14:00:00+00:00,1.0,-1.0,2.0,0.0
2025-05-17 14:00:00+00:00,-1.0,1.0,2.0,0.0
2025-05-18 15:00:00+00:00,1.0,-1.0,2.0,0.0
2025-05-25 22:00:00+00:00,-1.0,1.0,2.0,0.0
2025-05-26 03:00:00+00:00,1.0,-1.0,2.0,0.0
2025-05-28 15:00:00+00:00,-1.0,1.0,2.0,0.0
2025-06-04 07:00:00+00:00,1.0,-1.0,2.0,0.0
2025-06-04 23:00:00+00:00,-1.0,1.0,2.0,0.0
2025-06-07 14:00:00+00:00,1.0,-1.0,2.0,0.0
2025-06-13 05:00:00+00:00,-1.0,1.0,2.0,0.0
2025-06-17 01:00:00+00:00,1.0,-1.0,2.0,0.0
2025-06-17 20:00:00+00:00,-1.0,1.0,2.0,0.0
2025-06-24 12:00:00+00:00,1.0,-1.0,2.0,0.0
2025-07-01 13:00:00+00:00,-1.0,1.0,2.0,0.0
2025-07-02 23:00:00+00:00,1.0,-1.0,2.0,0.0
2025-07-08 12:00:00+00:00,-1.0,1.0,2.0,0.0
2025-07-08 22:00:00+00:00,1.0,-1.0,2.0,0.0
2025-07-19 04:00:00+00:00,-1.0,1.0,2.0,0.0
2025-07-23 01:00:00+00:00,1.0,-1.0,2.0,0.0
2025-07-24 05:00:00+00:00,-1.0,1.0,2.0,0.0
2025-07-24 17:00:00+00:00,1.0,-1.0,2.0,0.0
2025-07-25 04:00:00+00:00,-1.0,1.0,2.0,0.0
2025-07-27 09:00:00+00:00,1.0,-1.0,2.0,0.0
2025-07-30 12:00:00+00:00,-1.0,1.0,2.0,0.0
2025-07-31 12:00:00+00:00,1.0,-1.0,2.0,0.0
2025-08-01 02:00:00+00:00,-1.0,1.0,2.0,0.0
2025-08-07 07:00:00+00:00,1.0,-1.0,2.0,0.0
2025-08-15 09:00:00+00:00,-1.0,1.0,2.0,0.0
2025-08-23 08:00:00+00:00,1.0,-1.0,2.0,0.0
2025-08-24 22:00:00+00:00,-1.0,1.0,2.0,0.0
2025-09-02 22:00:00+00:00,1.0,-1.0,2.0,0.0
2025-09-20 06:00:00+00:00,-1.0,1.0,2.0,0.0
2025-09-29 13:00:00+00:00,1.0,-1.0,2.0,0.0
2025-10-09 14:00:00+00:00,-1.0,1.0,2.0,0.0
2025-10-20 17:00:00+00:00,1.0,-1.0,2.0,0.0
2025-10-22 22:00:00+00:00,-1.0,1.0,2.0,0.0
2025-10-23 14:00:00+00:00,1.0,-1.0,2.0,0.0
2025-10-30 02:00:00+00:00,-1.0,1.0,2.0,0.0
2025-11-10 04:00:00+00:00,1.0,-1.0,2.0,0.0
2025-11-12 21:00:00+00:00,-1.0,1.0,2.0,0.0
2025-11-25 15:00:00+00:00,1.0,-1.0,2.0,0.0
2025-12-01 11:00:00+00:00,-1.0,1.0,2.0,0.0
2025-12-03 06:00:00+00:00,1.0,-1.0,2.0,0.0
2025-12-06 05:00:00+00:00,-1.0,1.0,2.0,0.0
2025-12-08 09:00:00+00:00,1.0,-1.0,2.0,0.0
2025-12-09 06:00:00+00:00,-1.0,1.0,2.0,0.0
2025-12-09 23:00:00+00:00,1.0,-1.0,2.0,0.0
2025-12-11 20:00:00+00:00,-1.0,1.0,2.0,0.0
2025-12-12 04:00:00+00:00,1.0,-1.0,2.0,0.0
2025-12-13 08:00:00+00:00,-1.0,1.0,2.0,0.0
2025-12-20 08:00:00+00:00,1.0,-1.0,2.0,0.0
2025-12-24 02:00:00+00:00,-1.0,1.0,2.0,0.0
2025-12-26 11:00:00+00:00,1.0,-1.0,2.0,0.0
2025-12-27 04:00:00+00:00,-1.0,1.0,2.0,0.0
2025-12-29 05:00:00+00:00,1.0,-1.0,2.0,0.0
2025-12-30 08:00:00+00:00,-1.0,1.0,2.0,0.0
2025-12-30 22:00:00+00:00,1.0,-1.0,2.0,0.0
