timestamp,new_position,prev_position,turnover,cost
2025-01-01 18:00:00+00:00,-1.0,0.0,1.0,0.0
2025-01-02 03:00:00+00:00,0.0,-1.0,1.0,0.0
2025-01-02 04:00:00+00:00,-1.0,0.0,1.0,0.0
2025-01-02 15:00:00+00:00,0.0,-1.0,1.0,0.0
2025-01-04 01:00:00+00:00,1.0,0.0,1.0,0.0
2025-01-04 05:00:00+00:00,0.0,1.0,1.0,0.0
2025-01-04 07:00:00+00:00,-1.0,0.0,1.0,0.0
2025-01-04 18:00:00+00:00,0.0,-1.0,1.0,0.0
2025-01-05 16:00:00+00:00,1.0,0.0,1.0,0.0
2025-01-05 17:00:00+00:00,0.0,1.0,1.0,0.0
2025-01-05 21:00:00+00:00,1.0,0.0,1.0,0.0
2025-01-07 10:00:00+00:00,0.0,1.0,1.0,0.0
2025-01-07 21:00:00+00:00,-1.0,0.0,1.0,0.0
2025-01-08 03:00:00+00:00,0.0,-1.0,1.0,0.0
2025-01-08 08:00:00+00:00,-1.0,0.0,1.0,0.0
2025-01-09 06:00:00+00:00,0.0,-1.0,1.0,0.0
2025-01-09 07:00:00+00:00,-1.0,0.0,1.0,0.0
2025-01-09 16:00:00+00:00,0.0,-1.0,1.0,0.0
2025-01-12 00:00:00+00:00,1.0,0.0,1.0,0.0
2025-01-12 07:00:00+00:00,0.0,1.0,1.0,0.0
2025-01-13 14:00:00+00:00,-1.0,0.0,1.0,0.0
2025-01-13 16:00:00+00:00,0.0,-1.0,1.0,0.0
2025-01-13 18:00:00+00:00,-1.0,0.0,1.0,0.0
2025-01-13 19:00:00+00:00,0.0,-1.0,1.0,0.0
2025-01-13 21:00:00+00:00,-1.0,0.0,1.0,0.0
2025-01-14 01:00:00+00:00,0.0,-1.0,1.0,0.0
2025-01-15 18:00:00+00:00,1.0,0.0,1.0,0.0
2025-01-16 02:00:00+00:00,0.0,1.0,1.0,0.0
2025-01-16 20:00:00+00:00,1.0,0.0,1.0,0.0
2025-01-17 01:00:00+00:00,0.0,1.0,1.0,0.0
2025-01-17 07:00:00+00:00,1.0,0.0,1.0,0.0
2025-01-17 08:00:00+00:00,0.0,1.0,1.0,0.0
2025-01-18 00:00:00+00:00,1.0,0.0,1.0,0.0
2025-01-18 03:00:00+00:00,0.0,1.0,1.0,0.0
2025-01-19 03:00:00+00:00,1.0,0.0,1.0,0.0
2025-01-19 05:00:00+00:00,0.0,1.0,1.0,0.0
2025-01-19 08:00:00+00:00,1.0,0.0,1.0,0.0
2025-01-19 10:00:00+00:00,0.0,1.0,1.0,0.0
2025-01-19 12:00:00+00:00,1.0,0.0,1.0,0.0
2025-01-19 14:00:00+00:00,0.0,1.0,1.0,0.0
2025-01-21 20:00:00+00:00,-1.0,0.0,1.0,0.0
2025-01-22 17:00:00+00:00,0.0,-1.0,1.0,0.0
2025-01-22 18:00:00+00:00,-1.0,0.0,1.0,0.0
2025-01-22 21:00:00+00:00,0.0,-1.0,1.0,0.0
2025-01-23 23:00:00+00:00,1.0,0.0,1.0,0.0
2025-01-24 02:00:00+00:00,0.0,1.0,1.0,0.0
2025-01-25 09:00:00+00:00,1.0,0.0,1.0,0.0
2025-01-25 13:00:00+00:00,0.0,1.0,1.0,0.0
2025-01-26 05:00:00+00:00,1.0,0.0,1.0,0.0
2025-01-26 09:00:00+00:00,0.0,1.0,1.0,0.0
2025-01-27 00:00:00+00:00,-1.0,0.0,1.0,0.0
2025-01-27 06:00:00+00:00,0.0,-1.0,1.0,0.0
2025-01-27 19:00:00+00:00,1.0,0.0,1.0,0.0
2025-01-27 20:00:00+00:00,0.0,1.0,1.0,0.0
2025-01-29 01:00:00+00:00,1.0,0.0,1.0,0.0
2025-01-29 12:00:00+00:00,0.0,1.0,1.0,0.0
2025-01-29 15:00:00+00:00,1.0,0.0,1.0,0.0
2025-01-29 16:00:00+00:00,0.0,1.0,1.0,0.0
2025-01-29 17:00:00+00:00,1.0,0.0,1.0,0.0
2025-01-29 18:00:00+00:00,0.0,1.0,1.0,0.0
2025-01-29 19:00:00+00:00,1.0,0.0,1.0,0.0
2025-01-29 23:00:00+00:00,0.0,1.0,1.0,0.0
2025-02-01 16:00:00+00:00,1.0,0.0,1.0,0.0
2025-02-01 18:00:00+00:00,0.0,1.0,1.0,0.0
2025-02-01 19:00:00+00:00,1.0,0.0,1.0,0.0
2025-02-02 05:00:00+00:00,0.0,1.0,1.0,0.0
2025-02-03 01:00:00+00:00,1.0,0.0,1.0,0.0
2025-02-03 10:00:00+00:00,0.0,1.0,1.0,0.0
2025-02-03 16:00:00+00:00,1.0,0.0,1.0,0.0
2025-02-04 02:00:00+00:00,0.0,1.0,1.0,0.0
2025-02-04 08:00:00+00:00,-1.0,0.0,1.0,0.0
2025-02-06 03:00:00+00:00,0.0,-1.0,1.0,0.0
2025-02-07 22:00:00+00:00,-1.0,0.0,1.0,0.0
2025-02-07 23:00:00+00:00,0.0,-1.0,1.0,0.0
2025-02-08 13:00:00+00:00,1.0,0.0,1.0,0.0
2025-02-08 17:00:00+00:00,0.0,1.0,1.0,0.0
2025-02-09 02:00:00+00:00,-1.0,0.0,1.0,0.0
2025-02-09 03:00:00+00:00,0.0,-1.0,1.0,0.0
2025-02-12 01:00:00+00:00,1.0,0.0,1.0,0.0
2025-02-12 18:00:00+00:00,0.0,1.0,1.0,0.0
2025-02-14 04:00:00+00:00,1.0,0.0,1.0,0.0
2025-02-14 05:00:00+00:00,0.0,1.0,1.0,0.0
2025-02-18 21:00:00+00:00,1.0,0.0,1.0,0.0
2025-02-19 02:00:00+00:00,0.0,1.0,1.0,0.0
2025-02-21 07:00:00+00:00,1.0,0.0,1.0,0.0
2025-02-21 10:00:00+00:00,0.0,1.0,1.0,0.0
2025-02-23 00:00:00+00:00,-1.0,0.0,1.0,0.0
2025-02-23 12:00:00+00:00,0.0,-1.0,1.0,0.0
2025-02-25 04:00:00+00:00,-1.0,0.0,1.0,0.0
2025-02-25 05:00:00+00:00,0.0,-1.0,1.0,0.0
2025-02-25 07:00:00+00:00,-1.0,0.0,1.0,0.0
2025-02-25 09:00:00+00:00,0.0,-1.0,1.0,0.0
2025-02-25 10:00:00+00:00,-1.0,0.0,1.0,0.0
2025-02-25 12:00:00+00:00,0.0,-1.0,1.0,0.0
2025-02-26 23:00:00+00:00,1.0,0.0,1.0,0.0
2025-02-27 19:00:00+00:00,0.0,1.0,1.0,0.0
2025-02-27 21:00:00+00:00,1.0,0.0,1.0,0.0
2025-02-28 01:00:00+00:00,0.0,1.0,1.0,0.0
2025-03-01 00:00:00+00:00,1.0,0.0,1.0,0.0
2025-03-01 01:00:00+00:00,0.0,1.0,1.0,0.0
2025-03-03 11:00:00+00:00,1.0,0.0,1.0,0.0
2025-03-03 18:00:00+00:00,0.0,1.0,1.0,0.0
2025-03-04 11:00:00+00:00,1.0,0.0,1.0,0.0
2025-03-04 12:00:00+00:00,0.0,1.0,1.0,0.0
2025-03-05 01:00:00+00:00,-1.0,0.0,1.0,0.0
2025-03-05 11:00:00+00:00,0.0,-1.0,1.0,0.0
2025-03-05 20:00:00+00:00,-1.0,0.0,1.0,0.0
2025-03-07 01:00:00+00:00,0.0,-1.0,1.0,0.0
2025-03-09 01:00:00+00:00,-1.0,0.0,1.0,0.0
2025-03-09 06:00:00+00:00,0.0,-1.0,1.0,0.0
2025-03-09 12:00:00+00:00,-1.0,0.0,1.0,0.0
2025-03-09 17:00:00+00:00,0.0,-1.0,1.0,0.0
2025-03-09 20:00:00+00:00,-1.0,0.0,1.0,0.0
2025-03-10 02:00:00+00:00,0.0,-1.0,1.0,0.0
2025-03-10 18:00:00+00:00,1.0,0.0,1.0,0.0
2025-03-10 23:00:00+00:00,0.0,1.0,1.0,0.0
2025-03-13 11:00:00+00:00,-1.0,0.0,1.0,0.0
2025-03-14 01:00:00+00:00,0.0,-1.0,1.0,0.0
2025-03-14 14:00:00+00:00,1.0,0.0,1.0,0.0
2025-03-14 15:00:00+00:00,0.0,1.0,1.0,0.0
2025-03-15 07:00:00+00:00,1.0,0.0,1.0,0.0
