timestamp,open,high,low,close,volume,log_return_1h,log_return_6h,log_return_24h,realized_vol_24,realized_vol_72,rsi_14,macd_line,macd_signal,macd_hist,atr_14,volume_zscore_24,hl_range,oc_range,target_return_1h,target_return_4h,target_return_12h,target_return,signal,asset_return,raw_position,position,position_lag,turnover,cost,gross_return,net_return,equity
2025-01-01 00:00:00+00:00,93500.0,94361.03,93421.15,94361.03,3.23224,0.009166733827479023,0.004952843996632013,0.019787642408819868,0.025058879241957144,0.04600326758518885,54.557351887555974,94.26997756051423,175.59338345202886,-81.32340589151462,739.288571428572,2.152815836917794,0.009960467790569949,0.00920887700534758,-0.007055061234942855,-0.007540997230124953,-0.005667195910355062,-0.007055061234942855,-8.429935712447293e-25,0.00920887700534756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-01-01 01:00:00+00:00,94171.9,94171.9,93550.01,93697.65,0.48539,-0.007055061234942855,-0.005049045274517598,0.01238004118011887,0.026270057965117815,0.0465042724610507,48.2119152072462,63.024646985155414,153.07963615865418,-90.05498917349877,778.5442857142864,-0.5251907959259383,0.006637199545559568,-0.00503600330884266,0.0038124562830460155,0.001284692262556506,0.0025907296988646857,0.0038124562830460155,-6.021382651748067e-25,-0.007030232713653106,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0
2025-01-01 02:00:00+00:00,93557.32,94055.55,93557.31,94055.55,0.40874,0.0038124562830460155,0.005924128875582085,0.016447109222675563,0.02645973533537251,0.04656767709097062,51.49002355643287,66.37688488782442,135.73908590448823,-69.36220101666382,765.7057142857157,-0.6061283627435626,0.005297295055953692,0.005325398376097091,-0.004011520574798296,-0.004601901798923996,0.0012813996420575834,-0.004011520574798296,-4.300987608391476e-25,0.003819732938873166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-01-01 03:00:00+00:00,94055.49,94055.49,93679.0,93679.0,0.25013,-0.004011520574798296,-0.0012934766584045867,0.01166773574748361,0.02687259860948703,0.046723186497196666,48.0442960862487,38.20867373023066,116.23300346963673,-78.02432973940607,690.9857142857155,-0.7419952665889409,0.004018937008294338,-0.004002849807066076,-0.00028687170342984786,0.0002776117361032267,0.007299800118971273,-0.00028687170342984786,-3.0721340059939117e-25,-0.004003485174452814,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0
2025-01-01 04:00:00+00:00,93829.35,93829.35,93551.0,93652.13,1.42027,-0.00028687170342984786,0.001771629592160605,0.01229009985110052,0.026846070351777006,0.0467081557588029,47.79848488838661,13.560660159680992,95.69853480764559,-82.1378746479646,662.2735714285736,0.3577134136567285,0.002972169453060019,-0.0018887480303338045,0.001770628257738735,-0.0024530305823314115,0.004608054919044125,0.001770628257738735,-2.1943814328527942e-25,-0.00028683055967715365,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0
2025-01-01 05:00:00+00:00,93647.52,93891.76,93551.0,93818.1,1.48931,0.001770628257738735,0.003396364855092749,0.011938197199071611,0.026826341723222423,0.046749449446546916,49.51661062886313,7.33477305843553,78.02578245780359,-70.69100939936806,611.4357142857168,0.4024490929306771,0.00363213495050523,0.0018215111302467139,-0.002074137778434598,-0.005284456338969339,0.00416226928641311,-0.002074137778434598,-1.5674153091805674e-25,0.0017721967455519572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-01-01 06:00:00+00:00,93800.0,93800.0,93623.69,93623.71,0.18829,-0.002074137778434598,-0.007844506750820938,0.009168975220718975,0.026947706374154643,0.04677867409316973,47.54288675924075,-13.133540460301447,59.79391787418258,-72.92745833448403,572.8614285714305,-0.8709437806061382,0.001883176814932859,-0.001879424307036179,0.0008679929602289796,-0.0026413855537862534,0.00734311482122828,0.0008679929602289796,-1.1195823637004053e-25,-0.002071988241075018,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0
2025-01-01 07:00:00+00:00,93700.9,93782.19,93623.71,93705.01,0.06152,0.0008679929602289796,7.854744435090654e-05,0.009061042900431311,0.026945440350110456,0.046768661544627534,48.46803953790803,-22.534828368603485,43.32816862562537,-65.86299699422887,460.65357142857204,-0.9971584455441966,0.0016912649601125483,4.386297250080397e-05,-0.003017514021864478,-0.0032249798151069427,0.010448398615031333,-0.003017514021864478,-7.997016883574323e-26,0.0008683697751348252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-01-01 08:00:00+00:00,93630.01,93740.14,93345.17,93422.68,0.67044,-0.003017514021864478,-0.006751422860559567,-0.007906030772836057,0.0230945756757353,0.0468294523619494,45.46904244724566,-52.16575389940408,24.229384120619482,-76.39513802002357,459.65500000000094,-0.3876626905474532,0.004227774240687606,-0.0022143541370977294,-0.0010607974988992564,0.004326831902101461,0.014112767603100382,-0.0010607974988992564,-5.712154916838802e-26,-0.0030129659022500865,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0
2025-01-01 09:00:00+00:00,93492.3,93492.3,92990.95,93323.63,3.2964,-0.0010607974988992564,-0.0038006997846604797,-0.0075765871520778825,0.023081130955816168,0.04682567198825417,44.43036054755515,-82.68780947025516,2.8459454024445523,-85.53375487269972,463.58000000000175,1.909534203393867,0.005372165656222393,-0.001804105792669538,0.0005689330067485389,0.0065904937752775325,0.01743021395184882,0.0005689330067485389,-4.0801106548848585e-26,-0.0010602350521307091,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0
