timestamp,new_position,prev_position,turnover,cost
2025-01-02 01:00:00+00:00,1.0,0.0,1.0,0.0
2025-01-03 02:00:00+00:00,0.0,1.0,1.0,0.0
2025-01-03 17:00:00+00:00,1.0,0.0,1.0,0.0
2025-01-05 15:00:00+00:00,0.0,1.0,1.0,0.0
2025-01-05 19:00:00+00:00,1.0,0.0,1.0,0.0
2025-01-07 03:00:00+00:00,0.0,1.0,1.0,0.0
2025-01-07 22:00:00+00:00,-1.0,0.0,1.0,0.0
2025-01-08 14:00:00+00:00,0.0,-1.0,1.0,0.0
2025-01-08 20:00:00+00:00,-1.0,0.0,1.0,0.0
2025-01-09 00:00:00+00:00,0.0,-1.0,1.0,0.0
2025-01-09 10:00:00+00:00,-1.0,0.0,1.0,0.0
2025-01-09 13:00:00+00:00,0.0,-1.0,1.0,0.0
2025-01-10 10:00:00+00:00,1.0,0.0,1.0,0.0
2025-01-10 13:00:00+00:00,0.0,1.0,1.0,0.0
2025-01-13 14:00:00+00:00,-1.0,0.0,1.0,0.0
2025-01-13 18:00:00+00:00,0.0,-1.0,1.0,0.0
2025-01-14 02:00:00+00:00,1.0,0.0,1.0,0.0
2025-01-14 18:00:00+00:00,0.0,1.0,1.0,0.0
2025-01-15 15:00:00+00:00,1.0,0.0,1.0,0.0
2025-01-16 02:00:00+00:00,0.0,1.0,1.0,0.0
2025-01-17 16:00:00+00:00,1.0,0.0,1.0,0.0
2025-01-18 02:00:00+00:00,0.0,1.0,1.0,0.0
2025-01-23 13:00:00+00:00,-1.0,0.0,1.0,0.0
2025-01-23 14:00:00+00:00,0.0,-1.0,1.0,0.0
2025-01-24 21:00:00+00:00,1.0,0.0,1.0,0.0
2025-01-24 22:00:00+00:00,0.0,1.0,1.0,0.0
2025-01-25 00:00:00+00:00,1.0,0.0,1.0,0.0
2025-01-27 14:00:00+00:00,0.0,1.0,1.0,0.0
2025-01-28 22:00:00+00:00,1.0,0.0,1.0,0.0
2025-01-30 06:00:00+00:00,0.0,1.0,1.0,0.0
2025-01-30 09:00:00+00:00,1.0,0.0,1.0,0.0
2025-02-01 10:00:00+00:00,0.0,1.0,1.0,0.0
2025-02-02 18:00:00+00:00,1.0,0.0,1.0,0.0
2025-02-02 19:00:00+00:00,0.0,1.0,1.0,0.0
2025-02-03 01:00:00+00:00,1.0,0.0,1.0,0.0
2025-02-03 08:00:00+00:00,0.0,1.0,1.0,0.0
2025-02-04 12:00:00+00:00,1.0,0.0,1.0,0.0
2025-02-05 18:00:00+00:00,0.0,1.0,1.0,0.0
2025-02-05 22:00:00+00:00,1.0,0.0,1.0,0.0
2025-02-06 05:00:00+00:00,0.0,1.0,1.0,0.0
2025-02-06 19:00:00+00:00,1.0,0.0,1.0,0.0
2025-02-07 18:00:00+00:00,0.0,1.0,1.0,0.0
2025-02-07 22:00:00+00:00,1.0,0.0,1.0,0.0
2025-02-08 23:00:00+00:00,0.0,1.0,1.0,0.0
2025-02-09 08:00:00+00:00,1.0,0.0,1.0,0.0
2025-02-10 13:00:00+00:00,0.0,1.0,1.0,0.0
2025-02-11 03:00:00+00:00,1.0,0.0,1.0,0.0
2025-02-12 09:00:00+00:00,0.0,1.0,1.0,0.0
2025-02-12 10:00:00+00:00,1.0,0.0,1.0,0.0
2025-02-12 13:00:00+00:00,0.0,1.0,1.0,0.0
2025-02-13 09:00:00+00:00,1.0,0.0,1.0,0.0
2025-02-17 17:00:00+00:00,0.0,1.0,1.0,0.0
2025-02-18 00:00:00+00:00,1.0,0.0,1.0,0.0
2025-02-18 01:00:00+00:00,0.0,1.0,1.0,0.0
2025-02-18 05:00:00+00:00,1.0,0.0,1.0,0.0
2025-02-18 08:00:00+00:00,0.0,1.0,1.0,0.0
2025-02-18 13:00:00+00:00,1.0,0.0,1.0,0.0
2025-02-18 19:00:00+00:00,0.0,1.0,1.0,0.0
2025-02-19 00:00:00+00:00,1.0,0.0,1.0,0.0
2025-02-22 21:00:00+00:00,0.0,1.0,1.0,0.0
2025-02-23 05:00:00+00:00,1.0,0.0,1.0,0.0
2025-02-25 01:00:00+00:00,0.0,1.0,1.0,0.0
2025-02-26 03:00:00+00:00,1.0,0.0,1.0,0.0
2025-02-26 13:00:00+00:00,0.0,1.0,1.0,0.0
2025-03-01 16:00:00+00:00,-1.0,0.0,1.0,0.0
2025-03-01 18:00:00+00:00,0.0,-1.0,1.0,0.0
2025-03-03 20:00:00+00:00,1.0,0.0,1.0,0.0
2025-03-03 22:00:00+00:00,0.0,1.0,1.0,0.0
2025-03-04 01:00:00+00:00,1.0,0.0,1.0,0.0
2025-03-04 03:00:00+00:00,0.0,1.0,1.0,0.0
2025-03-05 07:00:00+00:00,-1.0,0.0,1.0,0.0
2025-03-05 12:00:00+00:00,0.0,-1.0,1.0,0.0
2025-03-05 22:00:00+00:00,-1.0,0.0,1.0,0.0
2025-03-06 08:00:00+00:00,0.0,-1.0,1.0,0.0
2025-03-08 19:00:00+00:00,-1.0,0.0,1.0,0.0
2025-03-09 17:00:00+00:00,0.0,-1.0,1.0,0.0
2025-03-10 18:00:00+00:00,1.0,0.0,1.0,0.0
2025-03-10 19:00:00+00:00,0.0,1.0,1.0,0.0
2025-03-11 23:00:00+00:00,-1.0,0.0,1.0,0.0
2025-03-12 02:00:00+00:00,0.0,-1.0,1.0,0.0
2025-03-15 16:00:00+00:00,1.0,0.0,1.0,0.0
2025-03-16 23:00:00+00:00,0.0,1.0,1.0,0.0
2025-03-17 06:00:00+00:00,1.0,0.0,1.0,0.0
2025-03-17 14:00:00+00:00,0.0,1.0,1.0,0.0
2025-03-17 18:00:00+00:00,1.0,0.0,1.0,0.0
2025-03-18 16:00:00+00:00,0.0,1.0,1.0,0.0
2025-03-19 05:00:00+00:00,1.0,0.0,1.0,0.0
2025-03-20 04:00:00+00:00,0.0,1.0,1.0,0.0
2025-03-21 05:00:00+00:00,1.0,0.0,1.0,0.0
2025-03-21 08:00:00+00:00,0.0,1.0,1.0,0.0
2025-03-22 03:00:00+00:00,1.0,0.0,1.0,0.0
2025-03-27 06:00:00+00:00,0.0,1.0,1.0,0.0
2025-03-27 18:00:00+00:00,1.0,0.0,1.0,0.0
2025-03-28 02:00:00+00:00,0.0,1.0,1.0,0.0
2025-03-28 20:00:00+00:00,-1.0,0.0,1.0,0.0
2025-03-30 12:00:00+00:00,0.0,-1.0,1.0,0.0
2025-03-31 14:00:00+00:00,1.0,0.0,1.0,0.0
2025-03-31 23:00:00+00:00,0.0,1.0,1.0,0.0
2025-04-01 03:00:00+00:00,1.0,0.0,1.0,0.0
2025-04-03 13:00:00+00:00,0.0,1.0,1.0,0.0
2025-04-03 23:00:00+00:00,1.0,0.0,1.0,0.0
2025-04-04 01:00:00+00:00,0.0,1.0,1.0,0.0
2025-04-04 09:00:00+00:00,1.0,0.0,1.0,0.0
2025-04-04 10:00:00+00:00,0.0,1.0,1.0,0.0
2025-04-04 14:00:00+00:00,1.0,0.0,1.0,0.0
2025-04-05 05:00:00+00:00,0.0,1.0,1.0,0.0
2025-04-05 10:00:00+00:00,1.0,0.0,1.0,0.0
2025-04-06 02:00:00+00:00,0.0,1.0,1.0,0.0
2025-04-06 14:00:00+00:00,1.0,0.0,1.0,0.0
2025-04-09 22:00:00+00:00,0.0,1.0,1.0,0.0
2025-04-10 05:00:00+00:00,1.0,0.0,1.0,0.0
2025-04-11 13:00:00+00:00,0.0,1.0,1.0,0.0
2025-04-11 15:00:00+00:00,1.0,0.0,1.0,0.0
2025-04-16 08:00:00+00:00,0.0,1.0,1.0,0.0
2025-04-17 19:00:00+00:00,1.0,0.0,1.0,0.0
2025-04-18 20:00:00+00:00,0.0,1.0,1.0,0.0
2025-04-19 04:00:00+00:00,1.0,0.0,1.0,0.0
2025-04-20 12:00:00+00:00,0.0,1.0,1.0,0.0
2025-04-21 00:00:00+00:00,1.0,0.0,1.0,0.0
2025-04-26 00:00:00+00:00,0.0,1.0,1.0,0.0
2025-04-26 13:00:00+00:00,1.0,0.0,1.0,0.0
2025-04-30 18:00:00+00:00,0.0,1.0,1.0,0.0
2025-04-30 22:00:00+00:00,1.0,0.0,1.0,0.0
2025-05-02 03:00:00+00:00,0.0,1.0,1.0,0.0
2025-05-02 06:00:00+00:00,1.0,0.0,1.0,0.0
2025-05-02 09:00:00+00:00,0.0,1.0,1.0,0.0
2025-05-02 13:00:00+00:00,1.0,0.0,1.0,0.0
2025-05-07 14:00:00+00:00,0.0,1.0,1.0,0.0
2025-05-08 04:00:00+00:00,1.0,0.0,1.0,0.0
2025-05-08 16:00:00+00:00,0.0,1.0,1.0,0.0
2025-05-08 19:00:00+00:00,1.0,0.0,1.0,0.0
2025-05-09 02:00:00+00:00,0.0,1.0,1.0,0.0
